name,dolp_mae,dolp_rmse,cos_mae,sin_mae,cos_sin_vector_error,weighted_aolp_error_deg,high_dolp_aolp_error_deg,dop_mae,dop_rmse,aop_mae_deg,weighted_aop_mae_deg,high_dop_aop_mae_deg
scene13_traj2_1__000007,0.03725513443350792,0.05602462962269783,0.47724848985671997,0.4594041407108307,0.7245975732803345,14.678288459777832,9.462306022644043,0.03725513443350792,0.05602462962269783,23.722305297851562,14.678288459777832,9.462306022644043
scene13_traj2_1__000008,0.03724260628223419,0.05596724525094032,0.47730451822280884,0.4607451558113098,0.7252938747406006,14.701712608337402,9.44967269897461,0.03724260628223419,0.05596724525094032,23.756364822387695,14.701712608337402,9.44967269897461
scene13_traj2_1__000009,0.03718975558876991,0.05589544028043747,0.47792720794677734,0.4592321515083313,0.724551260471344,14.741047859191895,9.571452140808105,0.03718975558876991,0.05589544028043747,23.728628158569336,14.741047859191895,9.571452140808105
scene13_traj2_1__000010,0.03735283389687538,0.05623605474829674,0.4786382019519806,0.46021556854248047,0.725994348526001,14.715913772583008,9.527753829956055,0.03735283389687538,0.05623605474829674,23.779226303100586,14.715913772583008,9.527753829956055
scene13_traj2_1__000011,0.03754789009690285,0.05655176565051079,0.4788903295993805,0.46044299006462097,0.7262067794799805,14.706770896911621,9.482210159301758,0.03754789009690285,0.05655176565051079,23.777793884277344,14.706770896911621,9.482210159301758
scene13_traj2_1__000012,0.03758390247821808,0.05666007846593857,0.4781712293624878,0.46058815717697144,0.7259477376937866,14.606415748596191,9.39065933227539,0.03758390247821808,0.05666007846593857,23.794221878051758,14.606415748596191,9.39065933227539
scene13_traj2_1__000013,0.03759395331144333,0.056819796562194824,0.479404479265213,0.46317458152770996,0.7290396094322205,14.71547794342041,9.43741512298584,0.03759395331144333,0.056819796562194824,23.900598526000977,14.71547794342041,9.43741512298584
scene13_traj2_1__000014,0.037760984152555466,0.05731053650379181,0.4799221158027649,0.4596412181854248,0.7264347076416016,14.682852745056152,9.499161720275879,0.037760984152555466,0.05731053650379181,23.795795440673828,14.682852745056152,9.499161720275879
scene13_traj2_1__000015,0.037636078894138336,0.057084254920482635,0.4800770878791809,0.46323978900909424,0.7294299602508545,14.684311866760254,9.382511138916016,0.037636078894138336,0.057084254920482635,23.919843673706055,14.684311866760254,9.382511138916016
scene13_traj2_1__000016,0.03795093297958374,0.057568639516830444,0.4813760817050934,0.46316587924957275,0.7302161455154419,14.727547645568848,9.47627067565918,0.03795093297958374,0.057568639516830444,23.94672203063965,14.727547645568848,9.47627067565918
