name,stage1_dolp_mae,stage1_dolp_rmse,stage1_cos_mae,stage1_sin_mae,stage1_cos_sin_vector_error,stage1_weighted_aolp_error_deg,stage1_high_dolp_aolp_error_deg,stage1_dop_mae,stage1_dop_rmse,stage1_aop_mae_deg,stage1_weighted_aop_mae_deg,stage1_high_dop_aop_mae_deg,stage2_dolp_mae,stage2_dolp_rmse,stage2_cos_mae,stage2_sin_mae,stage2_cos_sin_vector_error,stage2_weighted_aolp_error_deg,stage2_high_dolp_aolp_error_deg,stage2_dop_mae,stage2_dop_rmse,stage2_aop_mae_deg,stage2_weighted_aop_mae_deg,stage2_high_dop_aop_mae_deg
scene13_traj1_1__000134,0.07583585381507874,0.11332523077726364,0.9024271965026855,0.7125902771949768,1.255380630493164,41.16993713378906,39.2903938293457,0.07583585381507874,0.11332523077726364,43.529014587402344,41.16993713378906,39.2903938293457,0.07583584636449814,0.11332523077726364,0.5526555180549622,0.5066394805908203,0.8221332430839539,24.88231658935547,22.490922927856445,0.07583584636449814,0.11332523077726364,27.685630798339844,24.88231658935547,22.490922927856445
scene13_traj1_1__000135,0.07520821690559387,0.11252779513597488,0.9040406346321106,0.7038387656211853,1.2473281621932983,40.68717956542969,38.58932876586914,0.07520821690559387,0.11252779513597488,43.27509307861328,40.68717956542969,38.58932876586914,0.07520820945501328,0.1125277653336525,0.5520650744438171,0.5087032318115234,0.8237568140029907,24.83087158203125,22.3719539642334,0.07520820945501328,0.1125277653336525,27.723072052001953,24.83087158203125,22.3719539642334
scene13_traj1_1__000136,0.07500709593296051,0.11238415539264679,0.9020071029663086,0.7030751705169678,1.2455745935440063,40.416786193847656,38.31461715698242,0.07500709593296051,0.11238415539264679,43.21379470825195,40.416786193847656,38.31461715698242,0.07500708848237991,0.1123841404914856,0.5541336536407471,0.5082680583000183,0.8254895806312561,24.837326049804688,22.33807945251465,0.07500708848237991,0.1123841404914856,27.75222396850586,24.837326049804688,22.33807945251465
scene13_traj1_1__000137,0.07521192729473114,0.11287977546453476,0.9017649292945862,0.7029756307601929,1.2465033531188965,40.3310661315918,38.063114166259766,0.07521192729473114,0.11287977546453476,43.24542999267578,40.3310661315918,38.063114166259766,0.07521191984415054,0.11287976801395416,0.5546176433563232,0.5038978457450867,0.8225114941596985,24.781558990478516,22.42938232421875,0.07521191984415054,0.11287976801395416,27.646095275878906,24.781558990478516,22.42938232421875
scene13_traj1_1__000138,0.07487618923187256,0.11252158135175705,0.900421142578125,0.699956476688385,1.242803692817688,40.33494567871094,38.12520980834961,0.07487618923187256,0.11252158135175705,43.120208740234375,40.33494567871094,38.12520980834961,0.07487618178129196,0.11252156645059586,0.5543094277381897,0.5047934055328369,0.8234415650367737,24.760826110839844,22.40253257751465,0.07487618178129196,0.11252156645059586,27.688518524169922,24.760826110839844,22.40253257751465
scene13_traj1_1__000139,0.07475542277097702,0.11225558817386627,0.9006649851799011,0.6999500393867493,1.2422494888305664,40.25252151489258,38.005096435546875,0.07475542277097702,0.11225558817386627,43.11330795288086,40.25252151489258,38.005096435546875,0.07475541532039642,0.11225557327270508,0.5543914437294006,0.5033780336380005,0.8221662640571594,24.796602249145508,22.447994232177734,0.07475541532039642,0.11225557327270508,27.627050399780273,24.796602249145508,22.447994232177734
scene13_traj1_1__000140,0.07407207041978836,0.11158270388841629,0.8994374871253967,0.6965807676315308,1.2413303852081299,40.136871337890625,37.9039192199707,0.07407207041978836,0.11158270388841629,42.94805145263672,40.136871337890625,37.9039192199707,0.07407206296920776,0.1115826889872551,0.5545229315757751,0.5000601410865784,0.8199890851974487,24.60027313232422,22.289331436157227,0.07407206296920776,0.1115826889872551,27.53786849975586,24.60027313232422,22.289331436157227
scene13_traj1_1__000141,0.07409121096134186,0.11186425387859344,0.9008086919784546,0.6911354660987854,1.2378451824188232,39.895389556884766,37.72899627685547,0.07409121096134186,0.11186425387859344,42.84397506713867,39.895389556884766,37.72899627685547,0.07409119606018066,0.11186423897743225,0.5535145998001099,0.49912750720977783,0.8189064860343933,24.54935646057129,22.2999267578125,0.07409119606018066,0.11186423897743225,27.499427795410156,24.54935646057129,22.2999267578125
scene13_traj1_1__000142,0.07359617948532104,0.1110432967543602,0.8974247574806213,0.7025678157806396,1.2424184083938599,40.080440521240234,38.0427360534668,0.07359617948532104,0.1110432967543602,43.046695709228516,40.080440521240234,38.0427360534668,0.07359617203474045,0.11104327440261841,0.5556752681732178,0.49597302079200745,0.8183584213256836,24.549156188964844,22.359535217285156,0.07359617203474045,0.11104327440261841,27.46978759765625,24.549156188964844,22.359535217285156
scene13_traj1_1__000143,0.0734875351190567,0.11088506132364273,0.8982506394386292,0.7053431272506714,1.2482353448867798,40.11896514892578,38.019474029541016,0.0734875351190567,0.11088506132364273,43.239627838134766,40.11896514892578,38.019474029541016,0.07348752021789551,0.11088503897190094,0.5534985661506653,0.49554964900016785,0.8164999485015869,24.45683479309082,22.265277862548828,0.07348752021789551,0.11088503897190094,27.37966537475586,24.45683479309082,22.265277862548828
